index,character,episode,line,season,show,characters_spoken,words_spoken
23326,George,119," I'm trying, dammit. ",7,Seinfeld,21,3
23328,George,119," I tried to tear it from the side, you can't get a good grip here.         You gotta do it like a bag of chips.",7,Seinfeld,111,24
23330,George,119, Would you wait a second? Just wait? <They fight over it.>,7,Seinfeld,58,11
23336,Kramer,119, This is America! I don't have to wear anything I don't want to         wear!,7,Seinfeld,77,14
23339,Jerry,119, It completely turned her off.,7,Seinfeld,30,5
23340,George,119," Well, I can see that. What do you have to do that for? Who cares         about your pants size?",7,Seinfeld,96,19
23341,Jerry,119, I don't wanna be a 32.,7,Seinfeld,23,6
23342,George,119, I'd kill to be a 32.,7,Seinfeld,21,6
23343,Jerry,119, She said I wasn't sponge-worthy. Wouldn't waste a sponge on me!,7,Seinfeld,64,11
23344,George,119, That condom killed me. Why do they have to make the wrappers         on those things so hard to open?,7,Seinfeld,102,19
23345,Jerry,119, It's probably so the woman has one last chance to change her mind.,7,Seinfeld,67,13
23346,George,119," You never run out, do you? <Jerry smiles.> Where's Kramer?         Everything's finished here.",7,Seinfeld,95,13
23347,Jerry,119," Oh, I told him he'd never make it. He was up all night! Oh my         god...Kramer?",7,Seinfeld,84,16
23348,Jerry,119, Look at you. I told you. Up all night playing poker. Come on.         <Jerry and George are about to leave. George turn's back and looks         at Kramer.>,7,Seinfeld,157,27
23349,George,119," Hey, where's you AIDS ribbon?",7,Seinfeld,30,5
23354,Elaine,119, Yep. ,7,Seinfeld,6,1
23356,Elaine,119, Nope. <Billy leans in to kiss her.> What are you doing?,7,Seinfeld,56,11
23358,Elaine,119, Oh...I don't think so.,7,Seinfeld,23,4
23360,Elaine,119," I wish I could help you, but I can't afford two of 'em. <Pats         Billy on the shoulder and gets out of bed.>",7,Seinfeld,114,23
23364,Jerry,120,"  I think gum is, is one of the weirdest         human",7,Seinfeld,54,10
23365,George,120, You think she's happy?,7,Seinfeld,23,4
23366,Jerry,120, Who?,7,Seinfeld,5,1
23367,George,120,  The cashier.,7,Seinfeld,14,2
23368,Jerry,120, Ruthie Cohen?,7,Seinfeld,14,2
23369,George,120,  You know her name?,7,Seinfeld,20,4
23370,Jerry,120, Sure.,7,Seinfeld,6,1
23371,George,120, I don't think I've ever spoken to her.,7,Seinfeld,39,8
23372,Jerry,120, Maybe that's why she's happy.,7,Seinfeld,30,5
23373,Kramer,120,"  Good morning, gentlemen.",7,Seinfeld,26,3
23374,Jerry,120, What is this?,7,Seinfeld,14,3
23375,Kramer,120,"  Yeah, well, it's the latest offering from         the Alex",7,Seinfeld,60,9
23376,Jerry,120, That stinky old movie-house?,7,Seinfeld,29,4
23377,Kramer,120,"  Well, you should smell it now. We fixed up         the",7,Seinfeld,56,10
23378,George,120,  With Spartacus?,7,Seinfeld,17,2
23379,Kramer,120,"  Well, it's a rare archival print. (jumps         as his",7,Seinfeld,57,9
23380,Jerry,120, Geoffrey who?,7,Seinfeld,14,2
23381,Kramer,120," Har-harwood, Jerry. He was the assistant wardrobe man on Spartacus.         Some",7,Seinfeld,81,11
23382,George,120, Why would I spend seven dollars to see a movie that I could watch         on TV?,7,Seinfeld,81,16
23383,Kramer,120," Well, why go to a fine restaurant, when you can just stick something         in",7,Seinfeld,80,14
23384,George,120, Lloyd Braun? What d'you have to meet him for?,7,Seinfeld,46,9
23385,Kramer,120," Well, he's using his connections in the Mayor's office, to uh,         get the",7,Seinfeld,79,13
23386,Jerry,120, I thought he screwed up the Dinkins campaign.,7,Seinfeld,46,8
23387,Kramer,120," Well, he did. You know, after that, he had a nervous breakdown?         Had to",7,Seinfeld,79,14
23388,George,120, Really?,7,Seinfeld,8,1
23389,Kramer,120," Yeah, but he's doing a lot better now. I've taken him under my         wing.",7,Seinfeld,77,14
23390,Jerry,120," Oh, then I'm not worried.",7,Seinfeld,26,5
23391,Kramer,120," But he still needs all of our support. Now, when he gets here         treat him",7,Seinfeld,80,15
23392,George,120,"  Breakdown, huh?",7,Seinfeld,17,2
23394,Kramer,120," Oh, hey Lloyd, hey buddy. ",7,Seinfeld,27,5
23396,Kramer,120,  Sit down. ,7,Seinfeld,12,2
23398,Jerry,120, Lloyd.,7,Seinfeld,7,1
23400,George,120," Hello, Lloyd. How you doing?",7,Seinfeld,29,5
23401,Kramer,120," Yeah well, he's doing fine, George.",7,Seinfeld,36,6
23403,Jerry,120,  That's an interesting package.,7,Seinfeld,32,4
23405,Kramer,120," Yes, yes. We shall all try a piece and tell you how delicious         it is. (he",7,Seinfeld,81,16
23407,George,120, I don't chew gum.,7,Seinfeld,18,4
23408,Jerry,120,"  Mmm, different. Where'd you get it?",7,Seinfeld,37,6
23410,Jerry,120," Nah, don't bother.",7,Seinfeld,19,3
23412,Jerry,120, I don't want it.,7,Seinfeld,17,4
23413,Kramer,120," Jerry, Jerry. Lloyd says it's no problem. He's capable of locating         the",7,Seinfeld,79,12
23414,Jerry,120, Alright.,7,Seinfeld,9,1
23415,Kramer,120," Mmm, delicious. This is delicious. Mmm.",7,Seinfeld,40,6
23416,George,120, You know what? I think this Ruthie Cohen gave me the wrong change.,7,Seinfeld,67,13
23417,Elaine,120, Hey.,7,Seinfeld,5,1
23418,George,120, Hey.,7,Seinfeld,5,1
23419,Jerry,120, I think I finally figured out what the flavor is in this gum.         It's a,7,Seinfeld,77,15
23420,Elaine,120, What kind is that?,7,Seinfeld,19,4
23421,Jerry,120," It's Chinese gum, Lloyd Braun gave me.",7,Seinfeld,39,7
23422,Elaine,120, Lloyd Braun? How's he doing?,7,Seinfeld,29,5
23423,George,120,"  After Dinkins lost the election, he had a complete",7,Seinfeld,52,9
23424,Elaine,120," You know, that's around the same time I broke up with Lloyd.         Y... you",7,Seinfeld,78,14
23425,Jerry,120," You know, I remember when we parted company, I was babbling incoherently",7,Seinfeld,73,12
23426,Elaine,120," Yeah? Well, I got news for you.",7,Seinfeld,32,7
23427,George,120," The whole time that I was growing up, all I ever heard from my         mother",7,Seinfeld,78,15
23428,Jerry,120, And in the end Lloyd Braun became more like you.,7,Seinfeld,49,10
23429,George,120," Right, gotta get going.",7,Seinfeld,24,4
23430,Jerry,120, Aren't you coming with us to Spartacus?,7,Seinfeld,40,7
23431,George,120," Nah, I gotta deliver some Christmas presents to my parents.",7,Seinfeld,60,10
23432,Jerry,120, I thought your parents were outta town?,7,Seinfeld,40,7
23433,George,120, Why d'you think I'm going now?,7,Seinfeld,31,6
23436,George,120," Hey, Mr Lazzari.",7,Seinfeld,17,3
23438,George,120," Yeah, yeah. Just delivering some presents to my folks.",7,Seinfeld,55,9
23440,George,120," Yeah, eighty-three. Used to belong to John Voight.",7,Seinfeld,51,8
23442,George,120, Something like that.,7,Seinfeld,21,3
23444,George,120," Oh, no no no no. Go ahead, Pop, you always knew your cars.",7,Seinfeld,59,13
23447,George,120," Hey Deena, come on, give us a hug.  Oh my gosh, you         look as",7,Seinfeld,68,14
23449,George,120," Yeah, yeah. Speaking of crazy, did you hear about Lloyd Braun?",7,Seinfeld,63,11
23451,Kramer,120," The Alex was built in nineteen twenty-two, during the golden         era of",7,Seinfeld,76,12
23452,Elaine,120," Boy, you're really getting into this aren't you?",7,Seinfeld,49,8
23453,Kramer,120," Yes, yes I am. The icing on the cake would be getting that landmark",7,Seinfeld,68,14
23454,Jerry,120," Oh, can Lloyd really do that?",7,Seinfeld,30,6
23455,Kramer,120," Lloyd Braun can do anything he puts his mind to. He's fine, Jerry.         (to",7,Seinfeld,79,14
23456,Elaine,120,  What? Lloyd is here?,7,Seinfeld,22,4
23457,Elaine,120," What? No, no, I'd rather...",7,Seinfeld,28,5
23459,Elaine,120,"  Lloyd, yes. Hello.",7,Seinfeld,20,3
23461,Elaine,120,"  Oh, well... I, uh, actually Lloyd, Jerry and I have         to sit",7,Seinfeld,68,12
23463,Kramer,120,  You're not crazy. Jerry does wear glasses. He just         forgot,7,Seinfeld,67,10
23465,Jerry,120, We're all the way in the front row. Why couldn't we sit in the         special,7,Seinfeld,79,15
23466,Elaine,120," I'm sorry, but I didn't want Lloyd thinking I was leading him         on again.",7,Seinfeld,80,14
23467,Jerry,120," Nah, you don't wanna be uncomfortable.",7,Seinfeld,39,6
23470,George,120, I know. Completely bonkers!,7,Seinfeld,28,4
23472,George,120, Pop? What happened to Pop?,7,Seinfeld,27,5
23475,George,120,"  He uh, he doesn't have the auto shop any more?",7,Seinfeld,48,10
23477,George,120,"  Uhm, I, I gotta go.",7,Seinfeld,21,5
23479,George,120," I just remembered, I gotta be someplace. Yuh-hu-hur, that's enough.         Pop.",7,Seinfeld,81,11
23481,George,120, Pop! POP!!,7,Seinfeld,11,2
23484,Kramer,120, Yeah.,7,Seinfeld,6,1
23486,Jerry,120, I don't know what I was thinking.,7,Seinfeld,34,7
23488,Jerry,120,  Errh.,7,Seinfeld,7,1
23489,Kramer,120,"  Ah, he loved it.",7,Seinfeld,18,4
23490,Elaine,120," Hey Kramer, you know what? There, there isn't a light there,         in the",7,Seinfeld,76,13
23491,Kramer,120," Yeah, yeah. It's being repaired.",7,Seinfeld,33,5
23492,Elaine,120, Oh. Oh God.,7,Seinfeld,12,3
23494,Elaine,120," Ah, I sat too close to the screen. Oh. I just gotta stretch out         in a hot",7,Seinfeld,81,17
23495,Elaine,120," Officer. Officer, is there some reason this man has to always         be using a",7,Seinfeld,81,14
23497,Kramer,120," Yeah, put these glasses on.",7,Seinfeld,28,5
23498,Jerry,120,"  Well, what's this for?",7,Seinfeld,24,4
23499,Kramer,120," Yeah, well Lloyd, he's gonna be here any minute now.",7,Seinfeld,53,10
23500,Jerry,120, So what?,7,Seinfeld,9,2
23501,Kramer,120," Well, he thinks you wear those.",7,Seinfeld,32,6
23502,Kramer,120, They're from the lost and found at the Alex.,7,Seinfeld,45,9
23503,Jerry,120," Aw, c'mon Kramer, this is ridiculous. I'm not gonna put these         on.",7,Seinfeld,74,12
23504,Kramer,120, Oh. Okay. So he'll just think that the two of you didn't sit         with him on,7,Seinfeld,81,16
23505,George,120," 'scuse me. I uh, I was in here this morning and uh, I believe         I paid you",7,Seinfeld,81,17
23507,George,120," Oh, I think so, and I can prove it. You see, I was doodling on         the bill",7,Seinfeld,80,17
23509,George,120," Fine, I'll buy a pack of gum.",7,Seinfeld,30,7
23511,George,120, I don't.,7,Seinfeld,9,2
23513,George,120, I know I gave it to you.,7,Seinfeld,25,7
23515,George,120,  Fine. Fine.  Excuse me. ,7,Seinfeld,26,4
23516,Kramer,120," Hey, Jerry, look who's here.",7,Seinfeld,29,5
23517,Jerry,120," Ah, Lloyd.",7,Seinfeld,11,2
23519,Jerry,120,"  Oh, the gum.",7,Seinfeld,14,3
23520,Kramer,120," Yeah, let's all enjoy a chew, huh?",7,Seinfeld,35,7
23521,Jerry,120,"  Uh, alright. ",7,Seinfeld,15,2
23522,Kramer,120," Oh, boy.",7,Seinfeld,9,2
23523,Kramer,120," Now see, this is what the holidays are all about. Three buddies,         sitting",7,Seinfeld,81,13
23524,Jerry,120," Well, Lloyd's a very industrious fellow. I'm sure he can accomplish",7,Seinfeld,68,11
23526,Jerry,120, 's not necessary.,7,Seinfeld,18,3
23527,Kramer,120," Hey, Jerry, you know, Lloyd wants to do you a favour.",7,Seinfeld,54,11
23528,Jerry,120," I know that, Kramer.",7,Seinfeld,21,4
23530,Kramer,120," No, sure sure, he wants to. It's very kind of you. Yeah, Jerry,         he",7,Seinfeld,75,14
23531,Jerry,120," Yes I do, Kramer.",7,Seinfeld,18,4
23533,Kramer,120, Yeah?,7,Seinfeld,6,1
23535,Kramer,120," Oh, baby, what was that all about, huh?",7,Seinfeld,40,8
23537,Jerry,120, I didn't see anything.,7,Seinfeld,23,4
23538,Kramer,120," Yeah, you uh, really missed a show, buddy. Wooh, ba-boom,",7,Seinfeld,58,10
23540,George,120," Well, you know.  It's understandable.",7,Seinfeld,38,5
23542,George,120, Warning signs?,7,Seinfeld,15,2
23544,George,120,  What?  Wh... what're you talking about? I'm         not the,7,Seinfeld,61,9
23546,George,120, All my friends do that.,7,Seinfeld,24,5
23549,George,120, You see that woman on the horse? ,7,Seinfeld,34,7
23550,George,120," She stole twenty dollars from me.  Yeah, I might've",7,Seinfeld,52,9
23552,George,120,"  Hey! Hey, you!  Come         back",7,Seinfeld,35,5
23553,Jerry,120, So you say she was on a horse?,7,Seinfeld,31,8
23554,George,120," I'm telling you, that cashier is riding horses on my money.",7,Seinfeld,60,11
23555,Jerry,120," Well, here's what I propose. Go down to the stables, snoop around.         See if",7,Seinfeld,82,14
23556,Elaine,120, Hey.,7,Seinfeld,5,1
23557,Jerry,120," Well, if it isn't Chesty La Rue.",7,Seinfeld,33,7
23558,Elaine,120,  What?,7,Seinfeld,7,1
23559,Jerry,120," I was chewing gum with Lloyd Braun, and he was bragging about         the",7,Seinfeld,74,13
23560,Elaine,120,"  Oh God. I lost a button, so my blouse was         wide open.",7,Seinfeld,62,12
23561,Jerry,120, Maybe it's in the lost and found.,7,Seinfeld,34,7
23562,Elaine,120," Yeah, I know. I have to go check it out. It's a beautiful button         too,",7,Seinfeld,78,15
23563,Jerry,120," You know, the way you were wolfing down that popcorn, maybe you         ate it.",7,Seinfeld,80,14
23565,Kramer,120," Mr Har-harwood. Well, what an unexpected surprise to have you         back at",7,Seinfeld,78,12
23567,Kramer,120," Well, let's look in lost and found, shall we?",7,Seinfeld,46,9
23569,Kramer,120, Brown?,7,Seinfeld,7,1
23571,Kramer,120," Uh, yeah. Ah, well if they're not in the box, I'm sure they'll         turn up",7,Seinfeld,79,15
23575,George,120,  Alright. Alright.,7,Seinfeld,19,2
23576,George,120,"  Hang on, it's warming up!",7,Seinfeld,27,5
23577,George,120,  Oh you mother...,7,Seinfeld,18,3
23578,George,120, Hey! What is your problem?,7,Seinfeld,27,5
23579,George,120," Oh, hello, it's you!  Listen lady, I got six minutes left         on that",7,Seinfeld,74,13
23581,George,120, Aah! Fire!,7,Seinfeld,11,2
23583,George,120,  Fire!!,7,Seinfeld,8,1
23584,George,120, Your hose! Where's your hose?!,7,Seinfeld,31,5
23586,Kramer,120," Jeez! What happened to your car, buddy?",7,Seinfeld,40,7
23587,George,120, The Jon Voight car is no more.,7,Seinfeld,31,7
23588,Kramer,120," Wow. Well, don't you sweat it. You can use my car any time you         want to.",7,Seinfeld,80,16
23589,George,120, No kidding?,7,Seinfeld,12,2
23590,Kramer,120, No kidding.,7,Seinfeld,12,2
23591,George,120," Hey, thanks. I owe you a big one.",7,Seinfeld,34,8
23592,Kramer,120," Yeah, merry Christmas.",7,Seinfeld,23,3
23593,George,120,  Whatever.,7,Seinfeld,11,1
23595,Jerry,120," Alright, I'm here. Where's Braun?",7,Seinfeld,34,5
23596,Kramer,120," What, he's not here yet?",7,Seinfeld,25,5
23597,Jerry,120," Look, I'll go downtown to Chinatown with him, but that is it!",7,Seinfeld,62,12
23598,Kramer,120," Listen, I'm gonna need those glasses.",7,Seinfeld,38,6
23599,Jerry,120, Why?,7,Seinfeld,5,1
23600,Kramer,120, They're Geoffrey Haarwood's.,7,Seinfeld,29,3
23601,Kramer,120,"  Here, try this pair.",7,Seinfeld,22,4
23602,Jerry,120," Aw, these are really strong glasses.",7,Seinfeld,37,6
23604,Jerry,120,"  Yeah, yeah.",7,Seinfeld,13,2
23605,Kramer,120,"  Oh yeah, he's all ready to go.",7,Seinfeld,32,7
23607,Kramer,120," Oh yeah, she called a little earlier. She's coming over to check         out",7,Seinfeld,77,13
