,character,episode,line,season,show,characters_spoken,words_spoken
11850,Plankton,103," Chum on a stick. Get your chum.  What the?  Oh great! Now how am I going to entertain the masses?  Hey watch where you're...  Oh dear!  Phew. Good thing I thought ahead, with that escape door. Try and catch me now, you prissy feline!  NO! Nice kitty. Want some chum? ",6,SpongeBob SquarePants,268,50
11851,Mr. Krabs,103," You know I'm not one to give out comments likely, I've gotta hand it to you boy,  if you didn't throw those sausages into the audience, we would have been dead meat!",6,SpongeBob SquarePants,166,32
11852,SpongeBob,103, My pleasure captain!,6,SpongeBob SquarePants,21,3
11853,Patrick,103," Yeah, thanks buddy! You really saved my behind! No joke! ",6,SpongeBob SquarePants,58,10
11854,Mr. Krabs,103," I think that it's safe to say, that no matter how diabolical Plankton's plans may be, he'll never have the loyalty, of me good customers.",6,SpongeBob SquarePants,138,25
11856,Mr. Krabs,103," But of course, my good customer. That'll be ten dollars.",6,SpongeBob SquarePants,57,10
11858,Mr. Krabs,103," Ahem, perhaps you'd like to speak to our financial expert. ",6,SpongeBob SquarePants,60,10
11860,Mr. Krabs,103, Thanks for your business. ,6,SpongeBob SquarePants,27,4
11867,Squidward,104, Ooh... What the  ...now?,6,SpongeBob SquarePants,25,4
11868,SpongeBob,104," La, la, la...  La-la-la, la, la-la-la...",6,SpongeBob SquarePants,41,6
11869,Squidward,104, STOP!  What could you possibly be trying to do this time?,6,SpongeBob SquarePants,58,11
11870,SpongeBob,104, I'm not trying to do anything. I'm just having a decent morning.,6,SpongeBob SquarePants,65,12
11871,Squidward,104, By running around and screaming like a banshee?,6,SpongeBob SquarePants,48,8
11872,Squidward,104, There are two kinds of people. There are people that are normal.  And then there's you. ,6,SpongeBob SquarePants,89,16
11873,SpongeBob,104, Really?,6,SpongeBob SquarePants,8,1
11874,Squidward,104," Yes, really! Maybe you should start being a little more NORMAL!  Doh...",6,SpongeBob SquarePants,72,12
11875,SpongeBob,104, I'm not normal?  Squidward?  How does one become normal?,6,SpongeBob SquarePants,57,9
11876,Squidward,104," Well, how about you start by...  GETTING AWAY FROM ME, YOU LITTLE CREATURE!",6,SpongeBob SquarePants,76,13
11877,SpongeBob,104," What's wrong with me? I need to understand normal!  ""How to be Normal"". Hm, this video should help.",6,SpongeBob SquarePants,100,18
11879,SpongeBob,104," Yes, yes, and yes.",6,SpongeBob SquarePants,19,4
11881,SpongeBob,104,  Normaaaality.,6,SpongeBob SquarePants,15,1
11883,SpongeBob,104,  Craters and freckles?,6,SpongeBob SquarePants,23,3
11887,SpongeBob,104, Yeah...,6,SpongeBob SquarePants,8,1
11889,Squidward,104," Oh, great. SpongeBob, I need one Krabby Patty.  What, no annoying blurbs today?  Hmm strangely quiet.  SpongeBob?",6,SpongeBob SquarePants,114,17
11890,SpongeBob,104,"  Hi, how are ya.",6,SpongeBob SquarePants,17,4
11891,Squidward,104, What's the meaning of this?,6,SpongeBob SquarePants,28,5
11892,SpongeBob,104," I took your advice. From now on, I'm normal. ",6,SpongeBob SquarePants,46,9
11893,Squidward,104," Normal, huh?",6,SpongeBob SquarePants,13,2
11894,SpongeBob,104, Yup.,6,SpongeBob SquarePants,5,1
11895,Squidward,104," Oh, really?",6,SpongeBob SquarePants,12,2
11896,SpongeBob,104, Yup.,6,SpongeBob SquarePants,5,1
11897,Squidward,104, Whatever. I know you're just waiting to say something stupid.,6,SpongeBob SquarePants,62,10
11898,SpongeBob,104, Wonderful weather we're having.,6,SpongeBob SquarePants,32,4
11899,Squidward,104," Uh, yes... it is.",6,SpongeBob SquarePants,18,4
11900,SpongeBob,104," Ok, see ya 'round. ",6,SpongeBob SquarePants,20,4
11901,Squidward,104," Yeah, I'll uh...see you. ",6,SpongeBob SquarePants,26,4
11902,Mr. Krabs,104," SpongeBob, what are you doing sitting around? We need Krabby Patties out there.",6,SpongeBob SquarePants,80,13
11903,SpongeBob,104," Yes, sir. I'll do it... normally.",6,SpongeBob SquarePants,34,6
11904,Mr. Krabs,104," Eh?  Wow, that's all it takes these days, huh? Can you do more?  Oh, my! It's like printing money! ",6,SpongeBob SquarePants,100,19
11905,Squidward,104, I wonder what got into SpongeBob... And what the heck is that?!  Whose house is this?,6,SpongeBob SquarePants,86,16
11906,SpongeBob,104,"  Hi, how are ya.",6,SpongeBob SquarePants,17,4
11907,Squidward,104,"  Hi, SpongeBob.",6,SpongeBob SquarePants,16,2
11908,SpongeBob,104," Hi, how are ya.",6,SpongeBob SquarePants,16,4
11909,Squidward,104," Good, just coming by to get a drink.",6,SpongeBob SquarePants,37,8
11910,SpongeBob,104, Wonderful weather we're having.,6,SpongeBob SquarePants,32,4
11911,Squidward,104, It sure is.,6,SpongeBob SquarePants,12,3
11912,SpongeBob,104," Ok, see ya 'round.",6,SpongeBob SquarePants,19,4
11913,Squidward,104," Yeah...  See ya.  Oh, my.  I could get used to this.",6,SpongeBob SquarePants,53,11
11915,Squidward,104," There you are, sir.  Oh, yes it's time again. I've been meaning to say this but I've come to appreciate your demeanor lately.",6,SpongeBob SquarePants,126,23
11916,SpongeBob,104," You know it's a funny thing, Squidward. I smoothed out the edges of my personality and the rest just followed suit. Now I am utterly normal. ",6,SpongeBob SquarePants,142,26
11918,Mr. Krabs,104, Never?,6,SpongeBob SquarePants,7,1
11920,Mr. Krabs,104," Wait, where're you going?  SpongeBob! What are you doing back here? Do you expect the customers to eat this? And now, thanks to you, they're leaving in boat loads. ",6,SpongeBob SquarePants,165,29
11921,SpongeBob,104, Maybe this thing is out of ink.,6,SpongeBob SquarePants,32,7
11922,Mr. Krabs,104,"  No, boy, you're missing the point. You can't make Krabby Patties with ink and paper. You gotta put your heart in it, boy. Now get back to making them patties the right way and stop acting so dull.",6,SpongeBob SquarePants,198,38
11923,SpongeBob,104, What you call dull I call normal.,6,SpongeBob SquarePants,34,7
11924,Mr. Krabs,104," Well, till you decide to start making them patties the way only you can I want you out of my place!",6,SpongeBob SquarePants,100,21
11925,SpongeBob,104,"  I guess the decision to be normal was more life changing than I thought.  Hi, how are ya.",6,SpongeBob SquarePants,91,18
11926,Patrick,104, What happened to you?,6,SpongeBob SquarePants,22,4
11927,SpongeBob,104," Oh, I got normal.",6,SpongeBob SquarePants,18,4
11928,Patrick,104," Whatever that means. Hey, SpongeBob, what do you say we charge into Jellyfish Fields nets a-blaze? ",6,SpongeBob SquarePants,100,16
11929,SpongeBob,104," Let's do something normal, like window shopping.",6,SpongeBob SquarePants,49,7
11930,Patrick,104," Let's do this...  Ya-ha! Hey, your turn.",6,SpongeBob SquarePants,41,7
11931,SpongeBob,104," I think I'll pass. But I do need to defragment my hard drive, would you like to help?",6,SpongeBob SquarePants,86,18
11932,Patrick,104," Hey, listen...when you decide to do something fun you know where to find me. ",6,SpongeBob SquarePants,78,14
11933,SpongeBob,104," Ok, see ya 'round.  Hi, how are ya.",6,SpongeBob SquarePants,36,8
11934,Squidward,104," I never thought I'd hear myself say this but please come in, SpongeBob. ",6,SpongeBob SquarePants,73,13
11935,SpongeBob,104," Thank you. Tell me, what are you doing cooped up in here when the weather outside is so normal.",6,SpongeBob SquarePants,96,19
11936,Squidward,104," Well, today is dusting day. The day I dust my 483 self-portraits.",6,SpongeBob SquarePants,66,12
11937,SpongeBob,104," Wow, that's something you don't see in the average house.",6,SpongeBob SquarePants,58,10
11938,Squidward,104," You know, SpongeBob, it's OK to be a little different. ",6,SpongeBob SquarePants,56,10
11939,SpongeBob,104," And you know what else is abnormal? Your nose—it's all bulbous and flappy. Your eyes are a little odd, too. Looks like your whole face could use some work. Yeah, there we go.  See? Looking normal already.",6,SpongeBob SquarePants,207,37
11940,Squidward,104, What the...?,6,SpongeBob SquarePants,13,2
11941,SpongeBob,104," One more thing, Squidward. You don't wear pants. ",6,SpongeBob SquarePants,50,8
11942,Squidward,104, And stay out of my home! ,6,SpongeBob SquarePants,26,6
11943,SpongeBob,104," Oh, what happened? I lost my job and my best friend and now I'm too normal for Squidward. Maybe I have taken this normal thing too far. No problem, SpongeBob. You made yourself normal. Now all you have to do is reweird yourself. All it'll take is a mental adjustment and some tight clenching. Now focus...  and clench.  Oh, well, if I'm going to get weird, I'm going to need to see a professional. ",6,SpongeBob SquarePants,399,74
11944,Patrick,104,  Look at my tongue. ,6,SpongeBob SquarePants,21,4
11945,SpongeBob,104," That's very nice, Patrick, but I need you to retrain me. I want to be abnormal again.",6,SpongeBob SquarePants,86,17
11946,Patrick,104," Huh, I don't think you have what it takes.",6,SpongeBob SquarePants,43,9
11947,SpongeBob,104," Please, Patrick. If anyone can teach me the arcane art of the weird, it's you. Teach me how to be me, again.",6,SpongeBob SquarePants,109,22
11948,Patrick,104, It won't be easy but I'll do it.,6,SpongeBob SquarePants,33,8
11949,SpongeBob,104," Oh, thank you, Patrick!",6,SpongeBob SquarePants,24,4
11950,Patrick,104," But first, I'll need a garden hose and a flatbed truck and I'll need you to remove your trousers. ",6,SpongeBob SquarePants,99,19
11951,SpongeBob,104," Patrick, I'm feeling very self-conscious right now.",6,SpongeBob SquarePants,52,7
11952,Patrick,104,"  Try to concentrate on your first lesson in weird.  See you on the other side, buddy! ",6,SpongeBob SquarePants,87,16
11955,Patrick,104," SpongeBob, the weird therapy is working. Your craters are coming back. We just have to keep pushing the boundaries. We've gotta get stranger.  Talk backwards.",6,SpongeBob SquarePants,159,25
11956,SpongeBob,104, Tap erus uoy era? ,6,SpongeBob SquarePants,19,4
11957,Patrick,104, What's happening? The final transformation. ,6,SpongeBob SquarePants,45,5
11958,SpongeBob,104, Huh?,6,SpongeBob SquarePants,5,1
11959,Patrick,104, What happened?,6,SpongeBob SquarePants,15,2
11960,SpongeBob,104, I don't know. I guess I became permanently normal.,6,SpongeBob SquarePants,51,9
11961,Patrick,104, No!!,6,SpongeBob SquarePants,5,1
11962,SpongeBob,104,  I don't wanna be normal. .,6,SpongeBob SquarePants,28,6
11963,Patrick,104, Go away.,6,SpongeBob SquarePants,9,2
11964,SpongeBob,104, Normal is not worth it.,6,SpongeBob SquarePants,24,5
11965,Patrick,104, We're in mourning.,6,SpongeBob SquarePants,19,3
11966,Squidward,104,"  It's me, Squidward. I'm looking for SpongeBob.  Hi, how are ya? ",6,SpongeBob SquarePants,66,11
11967,Patrick,104," SpongeBob, you're back to your square shape.",6,SpongeBob SquarePants,45,7
11968,SpongeBob,104," Wow, I guess Squidward's normal looks scared me back to my original form. Thanks, buddy, you saved my life.",6,SpongeBob SquarePants,108,19
11969,Squidward,104," Wonderful weather we're having, hm?",6,SpongeBob SquarePants,36,5
11970,SpongeBob,104," It sure is, buddy. It sure is. ",6,SpongeBob SquarePants,32,7
11977,SpongeBob,105,"  7, 6, 5, 4, 3, 2, whoa! Open for business!",6,SpongeBob SquarePants,44,10
11978,Squidward,105," Yeah, whoo.",6,SpongeBob SquarePants,12,2
11979,SpongeBob,105," Oh, Mr. Krabs, Mr. Krabs, can I do it today? Huh? Can I? Can I do it?",6,SpongeBob SquarePants,70,17
11980,Mr. Krabs,105,"  I suppose you can have the honor today, lad.",6,SpongeBob SquarePants,46,9
11981,Squidward,105,  37... 38... ,6,SpongeBob SquarePants,14,2
11982,SpongeBob,105," Freshness, check. Buns, check.  Fresh patties.  Check.  Oh, silly me, I'm forgetting one more minor detail.  Oh, yeah. Is it getting hot in here?  Or is it just you?  Ah!  ""Two Krabby Patties. P.S., SpongeBob, you're an idiot. Love, Squidward."" Aw, love you, too, Squiddy. Two Krabby Patties, coming right up!  Whoa!  Hmm.  Whew, this thing is stuck pretty good.  Whoa!  I guess this is it.  Oh, you really saved me!  Whooooaaaa! Hey, a splinter. Okay, well, it's been nice knowing you but you have got to go. Now. Okay, out we go.  Oh, that kinda hurts. Come on. Ooh, that really hurts. Oh, barnacles, this hurts! Conch-shelled manatees, this is painful!   Okay, you're tough, you're smart, and you're charming, but you are still no match for me! Look! A bald eagle with a mustache!  Okay, fine, stay. But I hope you like making Krabby Patties.",6,SpongeBob SquarePants,846,146
11984,Squidward,105,  Looks like I'm crushing your face. ,6,SpongeBob SquarePants,37,6
11986,Squidward,105," Yeah, yeah, yeah. Don't move too much, it ruins it.",6,SpongeBob SquarePants,52,10
11987,SpongeBob,105,"  Ow. Ow. Ow. You're making this a little bit difficult. Luckily, I am ambidextrous!  Perfection! ",6,SpongeBob SquarePants,98,15
11988,Squidward,105, I hear you! I hear you!,6,SpongeBob SquarePants,24,6
11989,SpongeBob,105,"  Okay, good, 'cause these two Krabby Patties are ready!",6,SpongeBob SquarePants,56,9
11990,Squidward,105,  SpongeBob?,6,SpongeBob SquarePants,12,1
11991,SpongeBob,105, Yes?,6,SpongeBob SquarePants,5,1
11992,Squidward,105, Can I ask you something?,6,SpongeBob SquarePants,25,5
11993,SpongeBob,105, Yes.,6,SpongeBob SquarePants,5,1
11994,Squidward,105,  What's that? ,6,SpongeBob SquarePants,15,2
11995,SpongeBob,105, What's what?,6,SpongeBob SquarePants,13,2
11996,Squidward,105, You know. ,6,SpongeBob SquarePants,11,2
11997,SpongeBob,105, Know what?,6,SpongeBob SquarePants,11,2
11998,Squidward,105, This.,6,SpongeBob SquarePants,6,1
11999,SpongeBob,105, What?,6,SpongeBob SquarePants,6,1
12000,Squidward,105, This thing here.,6,SpongeBob SquarePants,17,3
12001,SpongeBob,105, What thing where?,6,SpongeBob SquarePants,18,3
12002,Squidward,105, The spatula  tied to your nose!,6,SpongeBob SquarePants,32,6
12003,SpongeBob,105,"  This! Well, you see, this got stuck up there  so I stacked stuff and I climbed up to reach it. I reached the grip  and I got it but then I fell and I screamed! I was sure I was dead but then I wasn't but then I tripped and I got this splinter... Squidward? Squidward, were you listening at all?  I got this really bad splinter, you see?  And I couldn't hold the spatula with my hand so I used my nose.  Makes sense now, huh?",6,SpongeBob SquarePants,426,87
12004,Squidward,105,"  Oh, yeah, that makes perfect sense. You're a half-wit who injured himself at work being a nitwit. ",6,SpongeBob SquarePants,100,17
12005,SpongeBob,105,"  Good one, Squiddy.",6,SpongeBob SquarePants,20,3
12006,Squidward,105,  Injury. Your brain is injured!  Wait a minute. Did you say that you got that splinter injury at work?,6,SpongeBob SquarePants,103,19
12007,SpongeBob,105, Yeah.,6,SpongeBob SquarePants,6,1
12008,Squidward,105," Oh, tsk, tsk, tsk, tsk, tsk. That's not good.",6,SpongeBob SquarePants,46,9
12009,SpongeBob,105," I know, it hurts so bad.",6,SpongeBob SquarePants,25,6
12010,Squidward,105," Yeah, when Mr. Krabs finds out, oh, man.",6,SpongeBob SquarePants,41,8
12011,SpongeBob,105, Finds out what?,6,SpongeBob SquarePants,16,3
12012,Squidward,105, Finds out about this injury.,6,SpongeBob SquarePants,29,5
12013,SpongeBob,105, You mean my splinter?,6,SpongeBob SquarePants,22,4
12014,Squidward,105, He'll be forced to send you home.,6,SpongeBob SquarePants,34,7
12015,SpongeBob,105, H-h-h-h-home? But I'm fine!,6,SpongeBob SquarePants,28,4
12016,Squidward,105," Here, let me take this for you. ",6,SpongeBob SquarePants,33,7
12017,SpongeBob,105," Why? Hey, wait, I'm fine!",6,SpongeBob SquarePants,26,5
12018,Squidward,105, It was a good shift while it lasted. ,6,SpongeBob SquarePants,38,8
12019,SpongeBob,105, While it lasted? What are you doing?  W... What are you...?,6,SpongeBob SquarePants,60,11
12020,Squidward,105, I know it's hard to say goodbye.,6,SpongeBob SquarePants,33,7
12021,SpongeBob,105," But, but, but, Squidward, I'm fine!  I'm fine! I'm OK! Look at me, nothing's wrong! See? See?  See? See?",6,SpongeBob SquarePants,105,19
12022,Squidward,105," Oh, I believe you, SpongeBob, but, unfortunately,  the rules clearly state that you must be sent home.",6,SpongeBob SquarePants,103,17
12023,SpongeBob,105," No, anything but that.  Please, Squidward, you can't let this happen!  You can't let them force me away!",6,SpongeBob SquarePants,105,18
12024,Squidward,105," Sorry, the rules are the rules.  Yeah, it'll be pretty quiet around here with Mr. Krabs sending you home early and all. I just hope we'll make it through the whole rest of this day without you here. ",6,SpongeBob SquarePants,200,38
