,character,episode,line,season
10297,Patrick,90," I've been bit by a vampire flea! [He looks up into the air] No! [kneels and looks down] I'm gonna turn into a vampire now! [lies on the ground and starts pulling out grass] It's already happening! Ah, ah! [growls, blows raspberry, his tongue goes around his mouth, then opens and closes mouth and has a squirrel nose]
",5
10298,Sandy,90," Patrick [Patrick's nose disappears] there ain't no such thing as vampires.
",5
10299,Patrick,90," [scratches side like a dog] Augh! Doesn't matter! [Grabs flea collar off SpongeBob] Oh, this itch is killing me. Yagh! [puts the collar on like a belt. The flea jumps off Patrick screeching and lands back on Sandy. She starts scratching]
",5
10300,Sandy,90," Aah! Gimmie that! [She takes the collar and puts it on her neck] Phew! [The flea jumps back on SpongeBob and goes under his tie]
",5
10301,SpongeBob,90," Nyahh! Oh! Sandy, please, Help me, [Scratches]
",5
10302,Sandy,90," [holds onto the collar] I need this.
",5
10303,SpongeBob,90," I need it more! [takes the collar and wears it like a belt. The flea jumps of of him and onto Patrick.]
",5
10304,Patrick,90," Eee! [He grabs the collar]
",5
10305,Sandy,90," Yah! [The flea jumps and goes in Sandy's nose. The flea passes by both eyes and scratches the inside. Sandy screams and takes the collar. They all fight for it and at one point, Patrick throws SpongeBob aside. Sandy is exhausted from scratching. Then the flea lays eggs. The eggs hatch and two fleas emerge screeching. The three fleas jump off of Sandy's head. The Fleas land on SpongeBob and he spins around on the floor scratching] Enough! I will not take this anymore! [She wraps the collar around SpongeBob, Patrick, and herself] Whatcha gonna do now, punks? [The fleas jump off of them] Looky, it worked. Phew. I'm glad that's over.
",5
10306,SpongeBob,90," Um, is that what over looks like? [He points to an increasing amount of fleas]
",5
10307,Sandy,90," Tarnation! They're multiplyin' like mad! [The flea ""pile"" comes over and eats away the flea collar. Sandy, SpongeBob, and Patrick scream] Run!
",5
10308,SpongeBob & Patrick,90," Okay! [A flea ""cannon"" shoots flea ""cannonballs."" They hit the glass and go back into a pile. The ""cannon"" shoots ""cannonballs"" at the three]
",5
10309,Patrick,90," Wah!
",5
10310,SpongeBob,90," Whoa!
",5
10311,Sandy,90," Hey! [""cannonballs"" hit the glass and the flea pile grows bigger] Y'all got the aim of a cross-eyed armadilla. [the flea pile grows even bigger and makes the shape of an ocean wave. The three scream.] Run again!
",5
10312,SpongeBob & Patrick,90," Okay. [The flea wave hits the three of them. SpongeBob looks at his arms and they swell with flea bites. Sandy and Patrick swell, too]
",5
10313,SpongeBob,90," Aah!
",5
10314,Patrick,90," Mraah!
",5
10315,Sandy,90," Aah!
",5
10316,SpongeBob,90," Uh, thanks for having us, Sandy, but we gotta go.
",5
10317,Patrick,90," Yeah, good to see ya. [They run toward the door, but a flea tornado beats them there. The tornado then chases after them]
",5
10318,SpongeBob & Patrick,90," Raah! [Squidward is seen walking and listening to some music] Help! Help! Help!
",5
10319,Squidward,90," Just ignore them, Squidward, and continue your power walk. Heel, toe, heel, toe, heel, toe, heel, toe.
",5
10320,Sandy,90," Back off! [Sandy is squishing the fleas by stepping on them, but they overpower her and run her over. SpongeBob and Patrick rush over]
",5
10321,SpongeBob,90," Sandy! Oh, no! Are you okay? [Sandy gets up and spits out fleas]
",5
10322,Sandy,90," Them varmints is tough. They're from Texas, phew!
",5
10323,Patrick,90," It's gonna be all right. [picks her up] We will help you. [Fleas come down like planes. SpongeBob and Patrick scream] Okay, you know what? None of this would have happened if you didn't come back with your infestation! All you've brought us is fleas, and trouble and pain and itching and a rash. And pain and fleas and itching and... pain. So... much... pain. So much pain. And as for you. [He looks at SpongeBob] If you hadn't thrown this party, we wouldn't be in this mess.
",5
10324,SpongeBob,90," Wait a minute. You had as much to do with this party as I did.
",5
10325,Patrick,90," You call this a party? I'm beginning to question [He taps on SpongeBob's helmet] our friendship.
",5
10326,SpongeBob,90," Stop smudging my helmet!
",5
10327,Patrick,90," Oh, I've got half a mind, buddy.
",5
10328,Sandy,90," [Gets between the two] Would you two men stop yelling at each other?! [Pushes them to the ground] What does that prove?! If were gonna get out of this, we gotta work together.
",5
10329,Patrick,90," You're right. I have an idea. SpongeBob, you get on Sandy's shoulders. [SpongeBob hops onto Sandy's Sholders] Uh-huh. Good. Now, I'll get on top of you! [Straining to get on top of SpongeBob's shoulders. He sits down] Ah... [Munches on an apple, then burps] Ahhh... Much better. [the ""tower"" topples over] Whoa!
",5
10330,Sandy,90," I do not play games. [The fleas assemble to make an evil face, then laugh maniacally. SpongeBob and Patrick hold each other in fright] Quick! In the tree house. It's the only safe place left. [Shuts the door behind her] We should be protected here. [SpongeBob and Patrick look shocked as the tree house rumbles and shakes and fleas enter through the window] Hold on! [Sandy throws an acorn on a button labeled ""Emergency Escape Hatch."" The floor opens and leads them back outside. Fleas start to take over the treedome, and break the picnic table, and start to cover SpongeBob, Patrick, and Sandy]
",5
10331,SpongeBob,90," Is this how we will spend the rest of our lives? Living in fleas instead of water?
",5
10332,Sandy,90," [Her mind pings with an idea] SpongeBob! That's It. Water! [She puts on her helmet and karate chops her way to the door. She opens it, and water starts to fill the dome. Patrick and SpongeBob start to cry. Their helmets come off]
",5
10333,SpongeBob & Patrick,90," Water! [Fish are being sucked into the dome]
",5
10334,SpongeBob,90," It sure is good to have you back, Sandy! [The episode ends with the ocean empty and all the citizens stuck in Sandy's treedome]",5
10335,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",91," Sponge Out of Water


SpongeBob SquarePants 3


",5
10336,"
The SpongeBob Movie",91," Sponge Out of Water
",5
10337,"
Specials


Plankton's Special Sinister Commentary


Square Roots",91," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",5
10338,"
Square Roots",91," The Story of SpongeBob SquarePants
",5
10339,"
SpongeBob SquarePants 4-D",91," Ride
",5
10340,"
SpongeBob SquarePants 4-D",91," The Great Jelly Rescue!
",5
10341,Plankton,91," Ha! [runs out of the Krusty Krab. However, Mr. Krabs picks him up from behind]
",5
10342,Mr. Krabs,91," Hold it right there, Plankton.
",5
10343,Plankton,91," Krabs!
",5
10344,Mr. Krabs,91," I'll take that. [Gets the Krabby Patty from him]
",5
10345,Plankton,91," How'd you know it was me?
",5
10346,Mr. Krabs,91," Next time, wear a disguise without your initial on it.
",5
10347,Plankton,91," Hmmm... perhaps a peppershaker was a bit obvious.
",5
10348,Mr. Krabs,91," You think! SpongeBob! [SpongeBob runs onto the scene]
",5
10349,SpongeBob,91," Wooo-ooo! [Krabs puts Plankton in his mouth]
",5
10350,Announcer,91," [off-screen] 3, 2, 1…, launch! [SpongeBob launches Plankton up in the air through his hat]
",5
10351,Plankton,91," AAHH!
",5
10352,Plankton,91," Never! Never! I'll never get Krabs' formula! Mr. Krabs is too stupid and is too powerful! If only there were a way to render him helpless!
",5
10353,Sadie,91," [with her baby] Oh, look at you, you're so small, tiny and helpless.
",5
10354,Plankton,91," Hey, I resent that!
",5
10355,Sadie,91," [she takes the bottle from her baby] Why, you're so tiny and helpless, I could give you formula whenever I wanted to and you couldn't do a thing about it. [Baby Rechid starts crying, Sadie puts the bottle back into her baby's mouth and moves on]
",5
10356,Plankton,91," Something about that woman reminds me of my mother. That's it! Finally, victory will be mine! I'll turn Eugene Krabs into a powerless…baby.
",5
10357,Mr. Krabs,91," [A penny catches his eye] Ooh, a penny. [He sees a trail of pennies] A trail of pennies! [They lead him into a phone booth outside. Plankton pops in on the scene, and has a device on a pack on his back]
",5
10358,Plankton,91," [We see some green gas appear around Krabs] I've done it! Nothing can stop me now! My goo goo gas will transform Krabs into a tiny helpless infant! [He opens the phone booth, revealing Mr. Krabs as a baby. The key is right beside him] The key to the Krusty Krab. This is easier than I hoped. [Looks at Krabs] He's a little bigger than I imagined. [Krabs starts biting him] Ow! Ow! Ow! [releases him, but he can't reach for the doors]
",5
10359,SpongeBob,91," Hey, a baby! What are you doing out here alone, baby? I'll take charge of you until your mommy shows up! Oh, you're just too cute.
",5
10360,Plankton,91," Hello! If you're done making a total fool out of yourself, I could use some help with this lock.
",5
10361,SpongeBob,91," Oh, sure thing, Plankton. Here you go, little guy.
",5
10362,Plankton,91," Yes, my plan is working perfectly, now that I've turned Krabs into a helpless baby, the Krabby Patty formula will be mine! Hello.
",5
10363,SpongeBob,91," [looking at Plankton after hearing what he just said] Police! Police!
",5
10364,Plankton,91," [getting arrested] Fools, you'll never hold me! Your primitive shackles are no match for my genius. [the cuffs are too wide, and he easily escapes] I'm free! Free!
",5
10365,SpongeBob,91," Oh, Squidward. Thank Neptune you're here. I found this baby all alone. But he wasn't really alone, he was with Plankton! And he's not a baby! It's Mr. Krabs! Plankton turned him into a baby so he could steal the Krabby Patty secret formula! [Baby Krabs burps in Squidward's face] What do we do, Squidward?
",5
10366,Squidward,91," I don't know about you, but I'm going on my coffee break. A very long coffee break. [walks away]
",5
10367,Plankton,91," [back at the Chum Bucket, talking to Karen] …and then that blasted sponge called the cops! That's just not cricket. [pouts] Now I'll never be a tyrannical overlord.
",5
10368,Karen,91," Do I have to tell you how to do everything? Next time, spray SpongeBob, too.
",5
10369,Plankton,91," Not sure.
",5
10370,Karen,91," Listen carefully. Spray...
",5
10371,Plankton,91," Yes.
",5
10372,Karen,91," ...Sponge....
",5
10373,Plankton,91," Uh-huh.
",5
10374,Karen,91," ....Bob.....
",5
10375,Plankton,91," Right.
",5
10376,Karen,91," ....Too!
",5
10377,Plankton,91," Now you're just talking gibberish. What I really need is to spray Mr. Krabs and SpongeBob.
",5
10378,Karen,91," That's just what I…
",5
10379,Plankton,91," I don't wanna hear all your loony schemes, Karen. I've got work to do!
",5
10380,SpongeBob,91," Aw, what's wrong, Mr. Baby Krabs? Are you thirsty? [gives him some milk and he stops crying] That's it, drink up! [the bottle slips out of his mouth and he continues to cry] OK, maybe you're hungry? How about a nice soft Krabby Patty? [Baby Krabs slaps it away and continues to cry] Not even a Krabby Patty helps. How about a stack of 20s? [shows a stack of $20 bills; Krabs takes it]
",5
10381,Plankton,91," Hands in the air!
",5
10382,SpongeBob,91," Plankton!
",5
10383,Plankton,91," That's right, SpongeBob, I'm back! And you won't stop me this time. [Mr. Krabs turns into an adult, and SpongeBob turns into a baby] What? SpongeBob's a baby but Krabs is back to normal [sprays again. Mr. Krabs returns to his baby form as SpongeBob returns to normal, but is still wearing a rectangular diaper and is barefoot] It seems the second dose acts as an antidote! [he is turned back into a baby again] One squirt equals baby, two squirts equals adult! [sprays both of them once, and they come back to normal. They're still wearing their diapers] Or is it three squirts for baby and four squirts for adult. [tries to spray them but nothing comes out] Barnacles, I've run out of gas!
",5
10384,Mr. Krabs,91," Ahem!
",5
10385,Plankton,91," Krabs! Nice diaper. [Mr. Krabs is about to throw him] Come on, come on! [throws him. cut to Plankton flying in the air] I've got it!
",5
10386,Mr. Krabs,91," [checking the mailbox] Better be something other than bills this time. [Plankton comes out] Plankton!
",5
10387,Plankton,91," Peek-a-boo!
",5
10388,Mr. Krabs,91," [running back in the Krusty Krab] I can't tolerate your stinky gas!
",5
10389,Dennis,91," [farts]
",5
10390,Miss Shell,91," That makes two of us.
",5
10391,Dennis,91," I don't do it on purpose!
",5
10392,Mr. Krabs,91," You'll never catch me, Plankton! Never! Ooh…another penny! Come to papa! Now were we doing?
",5
10393,Plankton,91," This! [sprays him] What's the matter, baby? Are you gonna cry? [Mr. Krabs is turned into a senior citizen] What the heck happened to you? This isn't baby gas! It's senior citizen spray!
",5
10394,Mr. Krabs,91," Eh? What was that, Sonny?
",5
10395,Plankton,91," Out of my way, Methuselah! You're old and useless. [SpongeBob comes out of nowhere]
",5
10396,SpongeBob,91," Hold it right there! Old people are out greatest natural resource! I salute you, elder citizenry!
",5
10397,Plankton,91," I'm getting old listening to this. Let's try this again! [sprays the gas on SpongeBob]
",5
